question,answer_llm,answer_orig,document
Do Bluesky posts qualify for the learning in public requirement?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is it okay to use Bluesky for learning in public credits in this course?,Yes. Bluesky posts can be used for learning in public credits in this course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Will Bluesky activity be accepted as learning in public credit evidence?,Yes. Bluesky posts can be used as learning-in-public credits evidence.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky posts valid for the learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram link for LLM Zoomcamp?,The Telegram link for LLM Zoomcamp is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where do I join the LLM Zoomcamp Telegram channel?,Join it here: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Is there a Telegram group for course announcements in LLM Zoomcamp?,"Yes — the Telegram channel for LLM Zoomcamp announcements is:

https://t.me/llm_zoomcamp

Use it for announcements; for technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Can you share the Telegram channel for LLM Zoomcamp updates?,The Telegram channel for LLM Zoomcamp updates is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Should I use Telegram or Slack for LLM Zoomcamp questions?,"Use **Slack** for technical discussion and questions.  
Use **Telegram** for announcements only.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Why is my FAQ data count different from the videos, even when I run the same code?","The FAQ count is different because the FAQ dataset is live and changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so when you run the same code now, the number of records may not match what you see in the videos.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
Did the number of records in the live FAQ dataset change after the course video was recorded?,"Yes. The live FAQ dataset changes over time, with new questions added and old ones deleted, so the number of records after the course video was recorded in May 2026 can be different from what appears in the videos.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
Why do I get more or fewer FAQ rows than the ones shown in the lesson?,"Because the FAQ data comes from a live dataset that changes over time. New questions may be added and old ones deleted, so the number of rows you see when you run the code can be different from the rows shown in the lesson videos.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
